Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
"77"" OLED S85H 4K Samsung Vision AI Smart TV (2026)",Default,"48""",QN48S85HAEXZC,"$1,299.99","$1,699.99",From $54.17/mo for 24 mos,OLED TV Savings Ev...,"Save $1,200.00",4.8,87,In Stock,https://www.samsung.com/ca/tvs/oled-tv/48s85h-48-inch-4k-smart-tv-qn48s85haexzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"85""",UN85M70HAFXZC,"$1,399.99","$1,899.99",From $45.16/mo for 36 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-85-inch-4k-smart-tv-un85m70hafxzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"75""",UN75M70HAFXZC,$999.99,"$1,299.99",From $32.26/mo for 36 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-75-inch-4k-smart-tv-un75m70hafxzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"65""",UN65M70HAFXZC,$699.99,$999.99,From $22.58/mo for 36 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-65-inch-4k-smart-tv-un65m70hafxzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"55""",UN55M70HAFXZC,$599.99,$799.99,From $19.36/mo for 36 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-55-inch-4k-smart-tv-un55m70hafxzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"50""",UN50M70HAFXZC,$549.99,$699.99,From $17.74/mo for 36 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-50-inch-4k-smart-tv-un50m70hafxzc/
"65"" Mini LED M70H 4K Samsung Vision AI Smart TV 2026",Default,"43""",UN43M70HAFXZC,$449.99,$549.99,From $20.76/mo for 24 mos,None,Save $300.00,4.4,702,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m70h-43-inch-4k-smart-tv-un43m70hafxzc/
"65"" The Frame LS03HE 4K Samsung Vision AI Smart TV (2026)",black,"98""",QN98LS03HEFXZC,"$5,999.99","$6,999.99",From $193.56/mo for 36 mos,None,Save $500.00,4.5,106,In Stock,https://www.samsung.com/ca/lifestyle-tvs/the-frame/98ls03he-98-inch-qn98ls03hefxzc/
"65"" The Frame LS03HE 4K Samsung Vision AI Smart TV (2026)",black,"85""",QN85LS03HEFXZC,"$3,299.99","$3,799.99",From $106.45/mo for 36 mos,None,Save $500.00,4.5,106,In Stock,https://www.samsung.com/ca/lifestyle-tvs/the-frame/ls03he-85-inch-qn85ls03hefxzc/
"65"" The Frame LS03HE 4K Samsung Vision AI Smart TV (2026)",black,"75""",QN75LS03HEFXZC,"$2,199.99","$2,699.99",From $70.97/mo for 36 mos,None,Save $500.00,4.5,106,In Stock,https://www.samsung.com/ca/lifestyle-tvs/the-frame/ls03he-75-inch-qn75ls03hefxzc/
"65"" The Frame LS03HE 4K Samsung Vision AI Smart TV (2026)",black,"65""",QN65LS03HEFXZC,"$1,499.99","$1,999.99",From $48.39/mo for 36 mos,None,Save $500.00,4.5,106,In Stock,https://www.samsung.com/ca/lifestyle-tvs/the-frame/ls03he-65-inch-qn65ls03hefxzc/
"65"" The Frame LS03HE 4K Samsung Vision AI Smart TV (2026)",black,"55""",QN55LS03HEFXZC,"$1,399.99","$1,699.99",From $45.16/mo for 36 mos,None,Save $500.00,4.5,106,In Stock,https://www.samsung.com/ca/lifestyle-tvs/the-frame/ls03he-55-inch-qn55ls03hefxzc/
"75"" Micro RGB R95H 4K Samsung Vision AI Smart TV (2026)",Default,"85""",MRN85R95HAFXZC,"$6,999.99","$8,499.99",From $291.67/mo for 24 mos,None,"Save $1,500.00",4.8,131,In Stock,https://www.samsung.com/ca/tvs/micro-rgb/r95h-85-inch-4k-smart-tv-mrn85r95hafxzc/
"75"" Micro RGB R95H 4K Samsung Vision AI Smart TV (2026)",Default,"75""",MRN75R95HAFXZC,"$4,499.99","$5,999.99",From $187.50/mo for 24 mos,None,"Save $1,500.00",4.8,131,In Stock,https://www.samsung.com/ca/tvs/micro-rgb/r95h-75-inch-4k-smart-tv-mrn75r95hafxzc/
"75"" Micro RGB R95H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",MRN65R95HAFXZC,"$3,499.99","$4,499.99",From $145.83/mo for 24 mos,None,"Save $1,500.00",4.8,131,In Stock,https://www.samsung.com/ca/tvs/micro-rgb/r95h-65-inch-4k-smart-tv-mrn65r95hafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"85""",UN85M1EHAFXZC,"$1,499.99","$1,899.99",From $48.39/mo for 36 mos,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-85-inch-4k-smart-tv-un85m1ehafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"75""",UN75M1EHAFXZC,$999.99,"$1,299.99",From $32.26/mo for 36 mos,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-75-inch-4k-smart-tv-un75m1ehafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"65""",UN65M1EHAFXZC,Not Available,Not Available,Not Applicable,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-65-inch-4k-smart-tv-un65m1ehafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"55""",UN55M1EHAFXZC,$649.99,$799.99,From $20.97/mo for 36 mos,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-55-inch-4k-smart-tv-un55m1ehafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"50""",UN50M1EHAFXZC,$549.99,$699.99,From $17.74/mo for 36 mos,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-50-inch-4k-smart-tv-un50m1ehafxzc/
"75"" Mini LED M1EH 4K Samsung Vision AI Smart TV (2026)",Default,"43""",UN43M1EHAFXZC,$449.99,$549.99,From $20.76/mo for 24 mos,S.com Exclusive,Save $300.00,4.2,12,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m1eh-43-inch-4k-smart-tv-un43m1ehafxzc/
"65"" Neo QLED QN82H 4K Samsung Vision AI Smart TV (2026)",Default,"85""",QN85QN82HAFXZC,"$2,999.99","$3,599.99",From $125.00/mo for 24 mos,None,Save $500.00,4.9,106,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-85-inch-neo-qled-4k-mini-led-vision-ai-smart-tv-qn85qn82hafxzc/
"65"" Neo QLED QN82H 4K Samsung Vision AI Smart TV (2026)",Default,"75""",QN75QN82HAFXZC,"$1,999.99","$2,599.99",From $83.33/mo for 24 mos,None,Save $500.00,4.9,106,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-75-inch-neo-qled-4k-mini-led-smart-tv-qn75qn82hafxzc/
"65"" Neo QLED QN82H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",QN65QN82HAFXZC,"$1,399.99","$1,899.99",From $58.33/mo for 24 mos,None,Save $500.00,4.9,106,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-65-inch-neo-qled-4k-mini-led-smart-tv-qn65qn82hafxzc/
"65"" Neo QLED QN82H 4K Samsung Vision AI Smart TV (2026)",Default,"55""",QN55QN82HAFXZC,"$1,199.99","$1,499.99",From $38.71/mo for 36 mos,None,Save $500.00,4.9,106,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-55-inch-neo-qled-4k-mini-led-smart-tv-qn55qn82hafxzc/
"77"" OLED S95H 4K Samsung Vision AI Smart TV (2026)",Default,"83""",QN83S95HAEXZC,"$6,999.99","$7,999.99",From $291.67/mo for 24 mos,OLED TV Savings Ev...,"Save $1,500.00",4.9,301,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s95ha-83-inch-4k-smart-tv-qn83s95haexzc/
"77"" OLED S95H 4K Samsung Vision AI Smart TV (2026)",Default,"77""",QN77S95HAFXZC,"$4,499.99","$5,999.99",From $187.50/mo for 24 mos,OLED TV Savings Ev...,"Save $1,500.00",4.9,301,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s95ha-77-inch-4k-smart-tv-qn77s95hafxzc/
"77"" OLED S95H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",QN65S95HAFXZC,"$3,199.99","$3,999.99",From $133.33/mo for 24 mos,OLED TV Savings Ev...,"Save $1,500.00",4.9,301,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s95ha-65-inch-4k-smart-tv-qn65s95hafxzc/
"77"" OLED S95H 4K Samsung Vision AI Smart TV (2026)",Default,"55""",QN55S95HAFXZC,"$2,499.99","$3,099.99",From $104.17/mo for 24 mos,OLED TV Savings Ev...,"Save $1,500.00",4.9,301,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s95ha-55-inch-4k-smart-tv-qn55s95hafxzc/
