Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
Bespoke 4-Door Flex Refrigerator Upper Panel,silver,Default,RA-F18DUUQL/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-silver-ra-f18duuql-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,pale turquoise,Default,RA-F18DUUCM/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-cloudblue-ra-f18duucm-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,dark gray,Default,RA-F18DUU31/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18duu31-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,navy,Default,RA-F18DUUQN/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18duuqn-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,mocha gray,Default,RA-F18DUU33/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-mochagray-ra-f18duu33-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,green,Default,RA-F18DUUQG/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-green-ra-f18duuqg-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,black,Default,RA-F18DUUMT/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18duumt-aa/
Bespoke 1-Door Column Refrigerator/Freezer Panel,gray,Default,RA-R23DAA31/AA,Not Available,Not Available,Not Applicable,None,None,Not Rated,0,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rr7000-ra-r23daa31-aa/
"36"" Counter-Depth 4-Door Flex French Door Refrigerator with...",black,22.9 cu.ft.,RF23A9071SG/AC,Not Available,Not Available,Not Applicable,None,None,3.1,10,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf9000jc-22-9-cu-ft-black-rf23a9071sg-ac/
"36"" Counter-Depth 4-Door Flex French Door Refrigerator with...",silver,22.9 cu.ft.,RF23A9071SR/AC,Not Available,Not Available,Not Applicable,None,None,3.1,10,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf9000jc-22-9-cu-ft-silver-rf23a9071sr-ac/
"36"" Counter-Depth 4-Door Flex French Door Refrigerator with...",black,22.8 cu.ft.,RF23A9671SG/AC,Not Available,Not Available,Not Applicable,None,None,5,1,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf9000jc-28-cu-ft-black-rf23a9671sg-ac/
"36"" 4-Door Flex French Door Refrigerator with Beverage Cent...",black,29 cu.ft.,RF29A9671SG/AC,Not Available,Not Available,Not Applicable,None,None,4.6,964,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf9000a-28-cu-ft-black-rf29a9671sg-ac/
"36"" 4-Door Flex French Door Refrigerator with Beverage Cent...",silver,29 cu.ft.,RF29A9671SR/AC,Not Available,Not Available,Not Applicable,None,None,4.6,964,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf9000a-28-cu-ft-silver-rf29a9671sr-ac/
"33"" 4-Door French Door Refrigerator with Twin Cooling Plus™...",black,24.7 cu.ft.,RF25HMIDBSG/AA,Not Available,Not Available,Not Applicable,None,None,3.7,445,In Stock,https://www.samsung.com/ca/refrigerators/french-door/24-7-cu-ft-black-stainless-rf25hmidbsg-aa/
"33"" 4-Door French Door Refrigerator with Twin Cooling Plus™...",silver,24.7 cu.ft.,RF25HMIDBSR/AA,Not Available,Not Available,Not Applicable,None,None,3.7,445,In Stock,https://www.samsung.com/ca/refrigerators/french-door/24-7-cu-ft-real-stainless-rf25hmidbsr-aa/
"36"" French Door Refrigerator with Autofill Water Pitcher",silver,28.2 cu.ft,RF28T5021SR/AA,Not Available,Not Available,Not Applicable,None,None,4.4,129,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-2-cu-ft-real-stainless-rf28t5021sr-aa/
"36"" French Door Refrigerator with Internal Water Dispenser",silver,28.2 cu.ft,RF28T5101SR/AA,Not Available,Not Available,Not Applicable,None,None,4.5,85,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-2-cu-ft-real-stainless-rf28t5101sr-aa/
"36"" Counter Depth 4-Door French Door Refrigerator with Auto...",black,22.6 cu.ft.,RF23M8070SG/AA,Not Available,Not Available,Not Applicable,None,None,2.7,301,In Stock,https://www.samsung.com/ca/refrigerators/french-door/22-6-cu-ft-black-stainless-rf23m8070sg-aa/
"36"" Counter Depth 4-Door French Door Refrigerator with Auto...",silver,22.6 cu.ft.,RF23M8070SR/AA,Not Available,Not Available,Not Applicable,None,None,2.7,301,In Stock,https://www.samsung.com/ca/refrigerators/french-door/22-6-cu-ft-real-sts-rf23m8070sr-aa/
"36"" French Door Refrigerator with All-Around Cooling",silver,28.2 cu.ft.,RF28T5A01SR/AA,Not Available,Not Available,Not Applicable,None,None,2.7,12,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-2-cu-ft-real-stainless-rf28t5a01sr-aa/
